uid,name,type,programs,alternate_names
52496,ARSA GAS COMPANY,entity,IRAN-EO13902,
52497,"EMAMJOMEH, Seyed Asadoollah",individual,IRAN-EO13902,"EMAMJOMEH, Seyed Assadolah; EMAMJOME, Seyed Asadollah"
52498,"EMAMJOMEH, Meisam",individual,IRAN-EO13902,"EMAMJOME, Meisam"
52499,NILGON PARSA CASPIAN SHIPPING COMPANY,entity,IRAN-EO13902,
52500,PARSA FIDAR PAYDAR ENGINEERING AND TECHNOLOGY COMPANY,entity,IRAN-EO13902,
52501,PARSA SALAKH QESHM INDUSTRIAL COMPLEX,entity,IRAN-EO13902,PARSA FIDAR PAYDAR SALAKH QESHM ENGINEERING TECHNOLOGY COMPANY
52502,CASPIAN PETROCHEMICAL FZE,entity,IRAN-EO13902,
52503,PARSA TRABAR CASPIAN INTERNATIONAL TRANSPORTATION COMPANY,entity,IRAN-EO13902,
52504,PEARL PETROCHEMICAL FZE,entity,IRAN-EO13902,
52505,PARSA TRABAR PERSIA INTERNATIONAL TRANSPORTATION COMPANY,entity,IRAN-EO13902,
52506,PASAR GAS COMPANY,entity,IRAN-EO13902,
52507,PASAR GAS NOVIN TRADING COMPANY,entity,IRAN-EO13902,
52508,WORLDWIDE LPG LIMITED,entity,IRAN-EO13902,
52509,PETRO PARSA CASPIAN IRANIAN COMPANY,entity,IRAN-EO13902,
52510,"MOUSA, Mohammed Hamdan Daglo",individual,SUDAN-EO14098,"DAGALO, Mohamed Hamdan; HAMDAN, Mohamed; DAGALO, Mohammed Hamdan"
52511,"AHMMED, Abu Dharr Abdul Nabi Habiballa",individual,SUDAN-EO14098,"AHMMED, Abo Zer Abdelnabi Habiballa"
52532,LIMITED LIABILITY COMPANY UGOLNYY POTOK,entity,RUSSIA-EO14024,
52533,"KOMAROV, Artem Andreyevich",individual,RUSSIA-EO14024,
52535,JOINT STOCK COMPANY KERAMAX,entity,RUSSIA-EO14024,
52536,WAFANGDIAN BEARING COMPANY LIMITED,entity,RUSSIA-EO14024,
52539,"YOUNG FOLKS INTERNATIONAL TRADING CO., LIMITED",entity,IRAN-EO13902,
52540,"KOMAROV, Klim Andreyevich",individual,RUSSIA-EO14024,
52541,LIMITED LIABILITY COMPANY TERRA STAL GRUPP,entity,RUSSIA-EO14024,TD TERRA STAL
52543,CH BILLION,vessel,IRAN-EO13902,
52544,LIMITED LIABILITY COMPANY KERAMAKS,entity,RUSSIA-EO14024,
52546,LIMITED LIABILITY COMPANY DEREVOOBRABATYVAYUSHCHAYA KOMPANIYA,entity,RUSSIA-EO14024,
52547,LIMITED LIABILITY COMPANY KERAMAKS PROFESSIONALNYE SVAROCHNYE RESHENIYA,entity,RUSSIA-EO14024,
52548,PUBLIC JOINT STOCK COMPANY KAMENSK URALSKIY METALLURGICHESKIY ZAVOD,entity,RUSSIA-EO14024,KAMENSK URALSKY METALLURGICAL WORKS JOINT STOCK COMPANY
52549,LIMITED LIABILITY COMPANY KERAMAKS VERKHNYAYA SALDA,entity,RUSSIA-EO14024,
52551,LIMITED LIABILITY COMPANY BURILNYE TRUBY,entity,RUSSIA-EO14024,
52552,LIMITED LIABILITY COMPANY TORGOVYY DOM KERAMAKS,entity,RUSSIA-EO14024,KERAMAX TRADE HOUSE LTD
52554,LIMITED LIABILITY COMPANY KERAMAKS METALLURGICHESKIYE MATERIALY,entity,RUSSIA-EO14024,
52555,LIMITED LIABILITY COMPANY NAUCHNO PROIZVODSTVENNOYE PREDPRIYATIYE KERAMAKS INZHINIRING,entity,RUSSIA-EO14024,
52557,LIMITED LIABILITY COMPANY KERAMAKS LIZING,entity,RUSSIA-EO14024,
52568,JOINT STOCK COMPANY NEW SPACE CORPORATION,entity,RUSSIA-EO14024,
52572,STAR RAPID MANUFACTURING CO LTD,entity,RUSSIA-EO14024,ZHONGSHAN SHIDA MODEL MANUFACTURING CO LTD; STAR RAPID MANUFACTURERS CO LTD
52573,JOINT STOCK COMPANY TUGANSK MINING AND PROCESSING ENTERPRISE ILMENITE,entity,RUSSIA-EO14024,ILMENITE TMPE JSC; TGOK ILMENITE JSC; TUGANSKY GOK
52574,FLUX MARITIME LLP,entity,IRAN-EO13902,
52575,LIMITED LIABILITY COMPANY TRANSLOM,entity,RUSSIA-EO14024,
52576,LIMITED LIABILITY COMPANY TRANSLOMMARKET,entity,RUSSIA-EO14024,
52577,LIMITED LIABILITY COMPANY CHERMET SERVIS,entity,RUSSIA-EO14024,
52578,LIMITED LIABILITY COMPANY KEYDZHI RUS,entity,RUSSIA-EO14024,
52580,AKTSIONERNOE OBSHCHESTVO BOGOSLOVSKOE RUDOUPRAVLENIE,entity,RUSSIA-EO14024,
52581,LIMITED LIABILITY COMPANY METEKSIM,entity,RUSSIA-EO14024,
52582,JOINT STOCK COMPANY NOVOTROITSKII ZAVOD HROMOVYH SOEDINENII,entity,RUSSIA-EO14024,AO NZKHS
52583,LIMITED LIABILITY COMPANY TREYD METALL,entity,RUSSIA-EO14024,
52585,LIMITED LIABILITY COMPANY TORGOVYY DOM VOLFRAM MOLIBDEN,entity,RUSSIA-EO14024,
52586,NYCITY SHIPMANAGEMENT CO LTD,entity,IRAN-EO13902,
52587,BSM MARINE LIMITED LIABILITY PARTNERSHIP,entity,IRAN-EO13846,BSM MARINE LLP
52588,YATEEKA,vessel,IRAN-EO13846,
52589,URGANE I,vessel,IRAN-EO13902,
52590,"AL-BURHAN, Abdel Fattah",individual,SUDAN-EO14098,"ALBURHAN, Abdalftah Alburhan A Alrahman"
52591,"KIRYUSHKIN, Oleg Nikolayevich",individual,RUSSIA-EO14024,"KIRIUSHKIN, Oleg"
52592,"MELNIK, Irina Nikolaevna",individual,RUSSIA-EO14024,"MELNIK, Irina Nikolayevna"
52593,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU ROKEM SERVIS,entity,RUSSIA-EO14024,ROCHEM SERVICE GMBH; ROKEM SERVICE
52594,"VOVCHENKO, Sergei Nikolaevich",individual,RUSSIA-EO14024,
52595,JOINT STOCK COMPANY LUCH PLANT,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO ZAVOD LUCH
52596,JOINT STOCK COMPANY RT LOGISTICS,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO RT LOGISTIKA
52597,"LI, Fangyue",individual,RUSSIA-EO14024,
52598,PUBLIC JOINT STOCK COMPANY SARANSK INSTRUMENT WORKS,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO SARANSKII PRIBOROSTROITELNYI ZAVOD
52599,JOINT STOCK COMPANY LYTKARINO OPTICAL GLASS PLANT,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO LYTKARINSKII ZAVOD OPTICHESKOGO STEKLA
52600,PORTEX TRADE LIMITED,entity,SUDAN-EO14098,PORTEX TRADE FZE; CLOUD COMPUTING INTERNATIONAL HONG KONG LIMITED
52601,"ABDALLA, Ahmed",individual,SUDAN-EO14098,"AHMED, Abdalla Khalafalla Abdalla; KHALAFALLAH, Abdallah Ahmed Abdallah; ABDALLA, Akhmed Abdalla Khalafalla"
52602,CENTRAL RESEARCH INSTITUTE FOR SPECIAL MACHINERY,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO TSENTRALNYI NAUCHNO ISSLEDOVATELSKII INSTITUT SPETSIALNOGO MASHINOSTROENIIA; AKTSIONERNOE OBSHCHESTVO TSENTRALNYJ NAUCHNO LSSLEDOVATELSKIJ LNSTITUT SPETSIALNOGO MASH; JOINT STOCK COMPANY CENTRAL SCIENTIFIC RESEARCH INSTITUTE FOR SPECIAL MACHINE BUILDING
52605,JIANGSU KUNYEE ENVIRONMENTAL TECHNOLOGIES COMPANY LTD,entity,RUSSIA-EO14024,JIANGSU KUNYI ENVIRONMENT TECHNOLOGY CO LTD
52606,JOINT STOCK COMPANY RESEARCH INSTITUTE OF PHYSICAL MEASUREMENTS,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT FIZICHESKIKH IZMERENII
52607,SHENZHEN UNISON BIO TECH CO LTD,entity,RUSSIA-EO14024,SHENZHEN LIANLISHENG BIOTECHNOLOGY CO LTD; SHENZHEN UNISON BIOSEN BIO TECH CO LTD
52609,SHAANXI JIAJUNAO CONSTRUCTION ENGINEERING COMPANY LTD,entity,RUSSIA-EO14024,
52611,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU OMNITREID,entity,RUSSIA-EO14024,
52612,JOINT STOCK COMPANY SEROV MECHANICAL PLANT,entity,RUSSIA-EO14024,
52613,POPOV COMMUNICATIONS EQUIPMENT PLANT,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO GORKOVSKII ZAVOD APPARATURY SVIAZI IM AS POPOVA; AO GZAS IM AS POPOVA
52614,SHENZHEN BIOSEN BIO TECH CO LTD,entity,RUSSIA-EO14024,SHENZHEN BOOUSEN BIOLOGICAL TECHNOLOGY CO LTD; SHENZHEN BAIOUSEN BIOTECHNOLOGY CO LTD
52615,JOINT STOCK COMPANY MOTOVILICHA PLANTS,entity,RUSSIA-EO14024,MOTOVILIKHINSKIE ZAVODY
52616,"VOITIKHOV, Dmitrii Evgenevich",individual,RUSSIA-EO14024,"VOITOKHOV, Dmitri Evgenevich"
52617,SHENZHEN YISHENGDA INTERNATIONAL TECHNOLOGY CO LTD,entity,RUSSIA-EO14024,SHENZHEN YSD GLOBAL TECHNOLOGY CO LTD
52619,JOINT STOCK HOLDING COMPANY BARNAULTRANSMASH,entity,RUSSIA-EO14024,AKTSIONERNOE OBSCHESTVO HOLDINGOVAYA KOMPANIYA BARNAULTRANSMASH
52620,UNIHUI INTERNATIONAL LIMITED,entity,RUSSIA-EO14024,LIAN LIHUI INTERNATIONAL CO LTD
52622,"DMITRIENKO, Aleksei Gennadievich",individual,RUSSIA-EO14024,"DMITRIENKO, Alexei"
52623,JOINT STOCK COMPANY RYAZAN RADIO PLANT,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO RIAZANSKII RADIOZAVOD
52626,JOINT STOCK COMPANY VOENTORG,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO VOENTORG
52629,LIMITED LIABILITY COMPANY NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TECHNOPROEKT,entity,RUSSIA-EO14024,LIMITED LIABILITY COMPANY NPP TEKNOPROEKT
52631,LIMITED LIABILITY COMPANY MANAGEMENT METALLURGICAL COMPANY STEEL,entity,RUSSIA-EO14024,OOO UMK STAL; OOO UGMK STAL
52632,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU SV POLIMER,entity,RUSSIA-EO14024,
52633,LIMITED LIABILITY COMPANY INTERNATIONAL CONGRESSES AND EXHIBITIONS,entity,RUSSIA-EO14024,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU MEZHDUNARODNYE KONGRESSY I VYSTAVKI
52635,PUBLIC JOINT STOCK COMPANY NADEZHDINSKIY METALLURGICHESKIY ZAVOD,entity,RUSSIA-EO14024,PJSC NADEZHDINSKI METALLURGICAL PLANT
52636,LIMITED LIABILITY COMPANY SCIENTIFIC AND PRODUCTION CENTER SKADA,entity,RUSSIA-EO14024,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU NAUCHNO PROIZVODSTVENNYI TSENTR SKADA; OOO NPTS SKADA
52638,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE RUSBAL,entity,RUSSIA-EO14024,JSC SPE RUSBAL; AO NPP RUSBAL
52641,FEDERAL STATE AUTONOMOUS INSTITUTION CONGRESS AND EXHIBITION CENTER PATRIOT,entity,RUSSIA-EO14024,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE UCHREZHDENIE KONGRESSNO VYSTAVOCHNYI TSENTR PATRIOT
52643,LIMITED LIABILITY COMPANY SCIENTIFIC PRODUCTION ASSOCIATION TSENTROTEKH,entity,RUSSIA-EO14024,LIMITED LIABILITY COMPANY NPO TSENTROTEKH; LIMITED LIABILITY COMPANY URAL GAS CENTRIFUGE MANUFACTURING PLANT; OOO URALSKII ZAVOD GAZOVYKH TSENTRIFUG
52649,MINING AND CHEMICAL COMPLEX FEDERAL STATE UNITARY ENTERPRISE,entity,RUSSIA-EO14024,FEDERAL STATE UNITARY ENTERPRISE MINING AND CHEMICAL COMBINE
52650,SCIENTIFIC RESEARCH INSTITUTE OF COMMAND DEVICES,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT KOMANDNYKH PRIBOROV; AO NII KOMANDNYKH PRIBOROV
52653,JOINT STOCK COMPANY NIZHNY NOVGOROD RESEARCH AND PRODUCTION ASSOCIATION NAMED AFTER MV FRUNZE,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO NIZHEGORODSKOE NAUCHNO PROIZVODSTVENNOE OBEDINENIE IMENI M V FRUNZE; AO NNPO IMENI M V FRUNZE; JSC NNRPA N A MV FRUNZE
52654,JOINT STOCK COMPANY AEROELEKTROMASH,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO AEROELEKTROMASH; JSC AEROELEKTROMACH
52655,FEDERAL STATE UNITARY ENTERPRISE ZAPORIZHZHYA NUCLEAR POWER PLANT,entity,RUSSIA-EO14024,ZAPOROZHYE NPP FEDERAL STATE UNITARY ENTERPRISE; FSUE ZAPOROZHSKAYA NPP
52657,LIMITED LIABILITY COMPANY RESEARCH AND PRODUCTION ENTERPRISE ANTARES,entity,RUSSIA-EO14024,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU NAUCHNO PROIZVODSTVENNOE PREDPRIIATIE ANTARES; OOO NPP ANTARES
52659,JOINT STOCK COMPANY ANTARES,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO ANTARES
52661,JOINT STOCK COMPANY AVTOAGREGAT,entity,RUSSIA-EO14024,AKTSIONERNOE OBSHCHESTVO AVTOAGREGAT
52664,LIMITED LIABILITY COMPANY SPETSTEKHNIKA,entity,RUSSIA-EO14024,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU SPETSTEKHNIKA
52665,"ISAEV, Vladislav Vasilievich",individual,RUSSIA-EO14024,"ISAEV, Vladislav Vasilyevich"
52667,HAUCORE LTD,entity,RUSSIA-EO14024,SHANDONG HUAGUANG OPTOELECTRONICS CO. LTD
52668,"ANTONOV, Yakov Mikhailovich",individual,RUSSIA-EO14024,"ANTONOV, Yakiv Mykhailovych; ANTONOV, Iakov"
52675,COSMOS LINES INC,entity,IRAN-EO13846,
52679,AUSTINSHIP MANAGEMENT PRIVATE LIMITED,entity,IRAN-EO13846,AUSTINSHIP MANAGEMENT PVT LTD
52685,AMAK,vessel,IRAN-EO13846,
52686,MENG XIN,vessel,IRAN-EO13846,
52687,PHOENIX I,vessel,IRAN-EO13846,
52689,ATLASNOBLE GAYRIMENKUL DANISMANLIK ANONIM SIRKETI,entity,RUSSIA-EO14024,ATLASNOBLE FOREIGN TRADE AND CONSULTANCY LIMITED
52690,YMV KREYN VE MAKINA SISTEMLERI SANAYI TICARET ANONIM SIRKETI,entity,RUSSIA-EO14024,YMV KREYN; YMV CRANE AND WINCH SYSTEMS
52691,KANGAN PETRO REFINING COMPANY,entity,IRAN-EO13846,KANGAN PETRO REFINING; KANGAN PETRO REFINING PRIVATE JOINT STOCK COMPANY; PETRO PALAYESH KANGAN; PISHKESVATAN-E MOJARAB-E PARSI COMMERCIAL SERVICES
52692,OCTANE ENERGY GROUP FZCO,entity,IRAN-EO13846,
52693,ALKONOST MARITIME DMCC,entity,IRAN-EO13846,
52712,HERBARIUM OFFICE MANAGEMENT LLC,entity,UKRAINE-EO13662; RUSSIA-EO14024,GERBARIUM OFFICE MANAGEMENT LLC
52713,"PRIKHODKO, Andrei Valeryevich",individual,UKRAINE-EO13662; RUSSIA-EO14024,"PRIKHODKO, Andrey Valeryevich"
52714,AKTSIONERNOE OBSHCHESTVO ATLANT TORG,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52715,LIMITED LIABILITY COMPANY SIGMA PARTNERS,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52716,AKTSIONERNOE OBSHCHESTVO TRANZAKTSII I RASCHETY,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52717,JOINT STOCK COMPANY ARCTUR,entity,UKRAINE-EO13662; RUSSIA-EO14024,JSC ARKTUR
52718,PAYLINK LIMITED,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52719,ANHUI HONGSHENG INTERNATIONAL TRADE CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,ANHUI HONGSHENG INTERNATIONAL BUSINESS CO LTD
52720,QINGYUAN FO FENG LEDA SUPPLY CHAIN SERVICE CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52721,HEILONGJIANG SHUNSHENG ECONOMIC AND TRADE DEVELOPMENT CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52722,QINGDAO HEZHI BUSINESS SERVICE CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52723,XINJIANG FINANCIAL IMPORT AND EXPORT CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52724,HANGZHOU XIANGHE TRADING CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52725,SHAANXI HONGRUN JINHUA TRADING CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,SHAANXI HONGRUN JINHUA TRADE AND COMMERCE COMPANY LTD
52726,FUJIAN XINFUWANG INTERNATIONAL TRADE CO LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,FUJIAN XINFUWANG INTERNATIONAL TRADING COMPANY LTD
52727,JILIN PROVINCE SHUNDA TRADING COMPANY LTD,entity,UKRAINE-EO13662; RUSSIA-EO14024,
52732,"YUKSEL, Ahmet",individual,RUSSIA-EO14024,
52743,OJSC KEREMET BANK,entity,RUSSIA-EO14024,
52747,"YIN, Kecheng",individual,CYBER3,
52749,"SICHUAN JUXINHE NETWORK TECHNOLOGY CO., LTD.",entity,CYBER3,
52750,YEMEN KUWAIT BANK FOR TRADE AND INVESTMENT Y.S.C,entity,SDGT,YEMEN KUWAIT BANK FOR TRADE AND INVESTMENT
52752,YONGHONGAN TRADE LIMITED,entity,NPWMD; IFSR,
52753,DINGTAI INDUSTRIAL TECHNOLOGY CO LIMITED,entity,NPWMD; IFSR,
52754,HONG KONG TIANLE INTERNATIONAL CO LIMITED,entity,NPWMD; IFSR,
52755,DDC DEVELOP INDUSTRY HONG KONG LIMITED,entity,NPWMD; IFSR,
52756,SHENZHEN ZHIYU INTERNATIONAL TRADE CO LTD,entity,NPWMD; IFSR,
52757,JP ORIENTAL INTERNATIONAL HOLDINGS LIMITED,entity,NPWMD; IFSR,
52813,MILETUS LINE LTD,entity,SDGT,
52815,GOZOSO GROUP LTD,entity,SDGT,GOZOSO GROUP LIMITED
52816,MARSHAL SHIP MANAGEMENT PRIVATE LIMITED,entity,SDGT,MARSHAL SHIP MANAGEMENT PVT LTD; MARSHAL SHIP MANNING AGENCY PRIVATE LIMITED; MARSHAL CREW MANAGEMENT FZCO; MARSHAL CREW MANAGEMENT PHILIPPINES INC
52817,OCEAN DOLPHIN SHIP MANAGEMENT LTD,entity,SDGT,OCEAN DOLPHIN SHIP MANAGEMENT LIMITED
52818,GIOIOSA,vessel,SDGT,
52819,"ARANHA, Ryan Xavier",individual,SDGT,
52821,"ESHAGHI, Jamshid",individual,SDGT,
52822,"KOLAHDOZMAHALEH, Mohammad Ali Riazi",individual,SDGT,
52823,"GHAZI, Farshad",individual,SDGT,
52824,"AHARI, Farbod Mohseni",individual,SDGT,
52825,SEPEHR ENERGY JAHAN NAMA TABAN,entity,SDGT,
52826,SEPEHR ENERGY HAMTA PARS,entity,SDGT,
52827,SEPEHR ENERGY PAYA GOSTAR JAHAN,entity,SDGT,
52828,"ZHOU, Shuai",individual,CYBER3,
52829,"SHANGHAI HEIYING INFORMATION TECHNOLOGY COMPANY, LIMITED",entity,CYBER3,
52830,ZSERVERS,entity,CYBER3,
52832,"MISHIN, Alexander Igorevich",individual,CYBER3,"MISHIN, Aleksandr Igorvich"
52833,"BOLSHAKOV, Aleksandr Sergeyevich",individual,CYBER3,"SERGEEVICH, Aleksandr Bol'shakov"
52852,"LAVIAN, Arash",individual,SDGT,"LAVIYAN, Arash"
52853,LUCKY OCEAN SHIPPING LIMITED,entity,IRAN-EO13902,
52854,STAR FOREST,vessel,IRAN-EO13902,
52872,"KABAREBE, James",individual,DRCONGO,
52892,CARTELES UNIDOS,entity,FTO; SDGT; ILLICIT-DRUGS-EO14059,TEPALCATEPEC CARTEL; CARTEL DE TEPALCATEPEC
52912,"ABDULSALAM, Mohammad",individual,SDGT,"ABD AL-SALAM, Muhammad; FLEETAH, Abdel Salam; FLEETAH, Abdulsalam Saleh Ahmed Abdullah; FELIATAH, Abdulsalam Salah Ahmed"
52913,"AL-MASHAT, Mahdi Mohammed Hussein",individual,SDGT,"ELMASHAT, Mahdi; ALMASHAT, Mahdi; AL-MASHAT, Mahdi bin Mohammed bin Hussein; AL-MASHAT, Mahdi Mohammed Hussein; MASHAT, Mahdi Mohammed; AL-MASHAT, Mahdi"
52914,"AL-HOUTHI, Mohamed Ali",individual,SDGT,"AL-HOUTHI, Mohammed Ali"
52915,"AL-HADI, Ali Muhammad Muhsin Salih",individual,SDGT,"AL-HADI, Ali"
52916,"ALAGRI, Abdulmalek Abdullah Mohammed E",individual,SDGT,"AL-AJRI, Abdul Malik; AL-AJRI, Abd-Al-Malik"
52917,"GABER, Khaled Hussein Saleh",individual,SDGT,"JABIR, Khalid Husayn Salih; QAYLI, Khalid Husayn"
52918,"ALMARWANI, Eshaq Abdulmalek Abdullah",individual,SDGT,"AL-MARWANI, Ishaq Abd-Al-Malik Abdallah"
52919,"AL-JABRI, Abdulwali Abdoh Hasan",individual,SDGT,"AL-JABRI, Abd-Al-Wali; AL-JABRI, Abdul Wali"
52920,AL-JABRI GENERAL TRADING AND INVESTMENT CO,entity,SDGT,
52937,CASINOVA,vessel,IRAN-EO13902,YING GE
52938,LE MONDE MARINE SERVICES LIMITED,entity,IRAN-EO13902,
52939,PETRONIX ENERGY TRADING LIMITED,entity,IRAN-EO13902,
52940,IRANIAN OIL TERMINALS COMPANY,entity,IRAN-EO13902,IRAN OIL TERMINALS COMPANY
52941,PETROQUIMICO FZE,entity,IRAN-EO13902,
52942,"MIRI, Sayyed Ali",individual,IRAN-EO13902,
52943,"MOALEMI, Ali",individual,IRAN-EO13902,"MOALEMI SARAVI, Ali"
52944,SUNNY LAND TRADING LTD,entity,IRAN-EO13902,
52945,LYDIA II,vessel,IRAN-EO13902,
52946,GREEN GARDEN TRADING LTD,entity,IRAN-EO13902,
52947,"GERAMI, Gholamhossein",individual,IRAN-EO13902,
52948,AYDEN,vessel,IRAN-EO13902,
52949,ARTEMIS HEART LTD,entity,IRAN-EO13902,
52950,"BOVARD, Hamid",individual,IRAN-EO13902,"BOORD, Hamid"
52951,FIONA,vessel,IRAN-EO13902,
52952,"ASADROUZ, Abbass",individual,IRAN-EO13902,"ASADRUZ, Abbas; ASDRUZ, Abbas"
52965,"KHAN, Karim Asad Ahmad",individual,ICC-EO14203,
52967,OCEANEND SHIPPING LTD,entity,IRAN-EO13846,
52968,ASTERIX,vessel,IRAN-EO13846,
52969,IMS LTD,entity,IRAN-EO13846,
52970,VIOLET 1,vessel,IRAN-EO13846,
52971,CHAMTANG,vessel,IRAN-EO13846,
52972,PETERPAUL,vessel,IRAN-EO13846,
53033,"PARSARAD, Behrouz",individual,ILLICIT-DRUGS-EO14059,"PARSA, Behrouz; PAEINSHAHRI, Behrouz"
53034,"MOSQUERA SERRANO, Giovanni Vicente",individual,SDGT; TCO,
53054,PRINCE GROUP TRANSNATIONAL CRIMINAL ORGANIZATION,entity,TCO,
53076,"MIRA SERDA, Aleksandr Khoseluisovich",individual,CYBER4,"NTIFO-SIAO, Aleksandr Edvardovich; MIRA SERDA, Alexander Joseluisovich; NTIFO SIAW, Alexander"
53077,"KARAVATSKY, Pavel",individual,CYBER4,"KARAVATSKII, Pavel Yuryevich; KARAVATSKIY, Pavel"
53078,"MENDELEEV, Sergey",individual,CYBER4,
53079,INDEPENDENT DECENTRALIZED FINANCE SMARTBANK AND ECOSYSTEM,entity,CYBER4,INDEFI SMARTBANK
53080,EXVED,entity,CYBER4,
53094,"PAKNEJAD, Mohsen",individual,IRAN-EO13902,"PAKNEZHAD, Mohsen"
53095,SEA SERVICES PROVIDERS NV,entity,IRAN-EO13902,
53096,LEXI,vessel,IRAN-EO13902,LEXIE
53097,TURQUOISE SEA MARINE LIMITED,entity,IRAN-EO13902,TURQUOISE SEA MARINE LTD
53098,LYDYA N,vessel,IRAN-EO13902,OMAN PRIDE
53099,AREN SHIP MANAGEMENT,entity,IRAN-EO13902,M/S AREN SHIP MANAGEMENT
53100,FALLON SHIPPING COMPANY LIMITED,entity,IRAN-EO13902,FALLON SHIPPING CO LTD
53101,POLARIS 1,vessel,IRAN-EO13902,
53134,HONG KONG HESHUN TRANSPORTATION TRADING LIMITED,entity,IRAN-EO13902,HONG KONG HESHUN TRANS TRDG
53135,PEACE HILL,vessel,IRAN-EO13902,
53136,"SEASKY MARINE CO., LIMITED",entity,IRAN-EO13902,
53137,SEASKY,vessel,IRAN-EO13902,
53138,CELESTITE MARITIME INC,entity,IRAN-EO13902,
53139,MARINE SOLUTION PVT LTD,entity,IRAN-EO13902,MARINE SOLUTION PRIVATE LIMITED
53140,NESO,vessel,IRAN-EO13902,
53141,SHANNON II,vessel,IRAN-EO13902,
53142,NEPTUNE MARINE LTD,entity,IRAN-EO13902,
53143,UNITED TANKERS LTD,entity,IRAN-EO13902,
53144,HUAXIA TRADING LTD,entity,IRAN-EO13902,
53145,ITAUGUA,vessel,IRAN-EO13902,
53146,ITAUGUA SERVICES INC,entity,IRAN-EO13902,
53147,LAKE VIEW SHIP MANAGEMENT PRIVATE LIMITED,entity,IRAN-EO13902,LAKE VIEW SHIPPING CO LTD
53148,BLUE GULF,vessel,IRAN-EO13902,
53149,"SUN SCIENCE INTERNATIONAL CO., LIMITED",entity,IRAN-EO13902,
53150,CORONA FUN,vessel,IRAN-EO13902,
53151,PT. BINTANG SAMUDRA UTAMA,entity,IRAN-EO13846,
53152,SHIPLOAD MARITIME PTE. LTD.,entity,IRAN-EO13846,
53153,PT. GIANIRA ADHINUSA SENATAMA,entity,IRAN-EO13846,
53154,MARINA VISION,vessel,IRAN-EO13846,
53155,CELEBES,vessel,IRAN-EO13846,
53156,MALILI,vessel,IRAN-EO13846,
53174,ROYAL SHUNE LEI COMPANY LIMITED,entity,DPRK; BURMA-EO14014,PROGRESS TECHNOLOGY SUPPORT COMPANY LIMITED; PROGRESS TECHNOLOGY SUPPORT COMPANY; ROYAL SHUNE LEI; ROYAL SHUNE LEI COMPANY
53175,"AUNG, Tin Myo",individual,DPRK; BURMA-EO14014,
53176,"MYINT, Kyaw Thu Myo",individual,DPRK; BURMA-EO14014,
53195,"AYYUB, Fatimah 'Abdallah",individual,SDGT,"AYOUB, Fatima Abdallah; AYYOUB, Fatima Abdalla"
53196,"MURTADA, Mahasin Mahmud",individual,SDGT,"MORTADA, Mohasen Mahmoud"
53197,"AYYUB, Hawra' 'Abdallah",individual,SDGT,"AYOUB, Hawraa; KHAFAJA, Hawraa Ayoub"
53198,"KHAFAJA, Jamil Mohamad",individual,SDGT,"KHAFAJA, Jamil Muhammad; KHAFAJAH, Jamil Mohammed; KHAFAJA, Jamil"
